山东,视效太牛了！满足了！致敬每一位电影人！（不会吧不会吧不会有人冲着剧情来看阿凡达吧）
新加坡,剧本像是AI生成的…但在电影院看还是非常值得。卡梅隆是真喜欢玩水。
上海,世界最顶级的电影艺术呈现，我辈没有资格评分。
上海,三个小时故事可以说稀烂，人物也立不起来，找了一堆美式商业片的烂梗塞满，特效现在看也毫无感觉了。卡梅隆肚子里的东西实在不多，全信息技术的时代还是大飞机大船大机甲燃烧弹什么越战思维的产物，白人自我否定着走向崩溃，奉献历史上最弱的外星人。美国商业片有个弱点，特别拧巴，说白了就是想要又要，一方面这是一个保守主义的主题，另一方面种族融合才是真想说的，也就是说卡梅隆真正赞同的是一种温和的殖民主义罢了。
上海,脑海里全是退钱哥
上海,水之道：水时长的道法...不知道在讲什么...
北京,我喜欢2超过1诶…我真的好爱图鲲，海洋画面真的好唯美…妈的 看得我好气 地球人滚出潘多拉
黑龙江,卡梅隆对海洋的迷恋深植其中又跃然而出，炫丽奇绝美轮美奂，令人沉浸于对世界的探索中；可批判了大几年的漫威DC故事渣烂，最后剧作却如此机械敷衍，充斥着大量缺乏逻辑完全依靠巧合、冲动与愚蠢推进的情节，这个印第安联手毛利大战白人殖民者的底层文本同家庭至上的表面核心的结合既没有新意，更没能与环境背景发生情感上的剧烈反应。
四川,给我看哭了，大型人与自然科普宣传片，奇幻水世界美得令人窒息。图鲲手撕捕猎者我直接鼓掌叫好好吗！什么才是高智商生物！Human being 算什么！下一代已经成长起来，三妹有做祭司的潜力却还觉得自己与他人格格不入，同理同情小蜘蛛，结果他还是救了只有他父亲记忆的混蛋。p.s:果然，失去孩子最痛苦的是母亲。
北京,"技术进了一小步，剧情不进则退何止一大步，降智狗血煽情一个都不少，迷之动机逻辑比比皆是，剪辑更是混乱到无法无天的程度，卡梅隆讲故事的能力竟已退化至如此地步,你就是技术上再天花烂坠（当然远远达不到），也全得掉你自己给自己挖的这么大一剧情坑里"
